keyword,latitude,longitude,description
Music,18.7652938,75.9929621,Reduced
Medicines,14.8890362,76.7229868,hub
Clothing,16.547189,75.9936028,Extended
Grocery,17.8423533,74.1337634,attitude
Medicines,17.2523052,72.0675715,benchmark
Water,16.6087886,75.3001677,Cross-group
Home,18.2307404,76.7357233,Multi-lateral
Sports,17.1813472,73.4304742,empowering
Music,18.6855555,76.4260292,scalable
Water,18.3069629,76.2854917,application
Medicines,16.049988,74.5815424,interactive
Clothing,13.0323561,74.5398245,full-range
Clothing,16.0145967,76.2761046,demand-driven
Garden,16.5874351,72.9268988,Networked
Medicines,13.3712568,73.7457699,Re-contextualized
Medicines,18.2492353,74.2903166,concept
Food,14.403973,72.1542147,high-level
Music,18.5191097,72.5660103,encompassing
Food,17.4727044,76.1886024,Grass-roots
Water,16.0036375,75.057551,instruction set
Water,15.556151,72.9335211,Grass-roots
Food,17.6652352,73.2644016,Secured
Appliances,13.2998829,74.6668574,Fundamental
Water,13.4916051,74.1998506,Open-source
Food,18.6379772,76.9423556,reciprocal
Food,16.1271183,72.0671024,framework
Appliances,16.5517992,76.9963255,Profound
Medicines,17.0534031,75.7113736,intangible
Clothing,16.3342326,74.2336244,bottom-line
Grocery,14.6975511,75.7668994,Pre-emptive
Clothing,16.4181915,76.5463805,success
Tools,16.2441681,73.1122368,Exclusive
Food,15.8832887,75.840247,De-engineered
Home,14.7124082,76.1312951,eco-centric
Food,15.7735958,74.6054042,Persistent
Tools,16.8957705,75.2956654,toolset
Food,17.3465383,75.0139577,multi-tasking
Garden,14.1670665,76.5889624,Operative
Garden,13.4333376,76.7111615,process improvement
Clothing,15.2297028,72.7519209,systemic
Music,14.4415526,74.8790439,Secured
Home,17.0371781,73.7950069,modular
Medicines,17.4265269,74.7088036,hierarchy
Home,18.4281794,75.0467054,approach
Appliances,14.1436295,76.6839733,knowledge base
Grocery,18.5963818,75.3082481,challenge
Clothing,16.352452,76.450257,challenge
Tools,15.8419122,75.8431395,projection
Tools,16.1019536,76.2097065,Object-based
Clothing,14.802832,76.1473927,national
Medicines,16.4087674,73.4757104,Streamlined
Food,13.416757,76.0991158,portal
Food,14.467526,73.8290442,hub
Appliances,17.1854631,75.8098208,workforce
Appliances,17.655404,72.0058853,3rd generation
Grocery,13.8959256,72.6739328,core
Clothing,17.2343055,76.2634427,Integrated
Food,15.1281066,76.1716723,Optional
Appliances,13.6877511,74.6995328,Innovative
Food,18.2082772,74.5260394,global
Food,13.7667231,72.2297236,definition
Water,15.7249432,72.1476,24/7
Home,15.4560756,73.194451,3rd generation
Water,14.5302372,75.9322013,policy
Others,14.858827699999999,76.022063,Mandatory
Grocery,15.3107536,76.2309077,conglomeration
Water,13.8372389,74.0234199,system engine
Garden,16.1305998,73.9714255,focus group
Sports,16.7252095,75.8279863,motivating
Food,17.8857856,75.7797537,human-resource
Music,15.3014626,72.359136,Inverse
Medicines,13.7102423,76.585047,approach
Appliances,16.163629,74.3117237,adapter
Clothing,16.9984664,74.9972198,motivating
Food,18.2700898,75.0731723,Mandatory
Clothing,17.7314948,75.4137806,attitude-oriented
Medicines,13.147203,75.7989288,Team-oriented
Home,18.2820314,75.7333678,attitude-oriented
Others,13.97904,74.2559087,toolset
Medicines,13.4334662,75.9406678,Diverse
Food,17.7743904,72.6676702,homogeneous
Clothing,15.7650731,72.6357271,De-engineered
Medicines,14.4877002,74.8045224,software
Medicines,13.7866899,76.0899271,synergy
Tools,18.9177596,73.7950535,Customizable
Clothing,17.1355821,75.9715205,human-resource
Music,15.8553734,74.9919325,radical
Medicines,16.539915,73.9925803,Networked
Garden,14.0689819,73.5080456,emulation
Others,16.2351229,75.6804616,firmware
Water,16.6339841,73.7081429,secured line
Water,15.3078011,73.8051799,Triple-buffered
Clothing,18.6969679,76.5880316,4th generation
Music,14.1464725,73.0790355,foreground
Clothing,16.0668739,75.0756603,optimizing
Appliances,15.8757966,76.4551256,initiative
Water,13.8037034,75.5629638,Programmable
Medicines,14.8361379,76.5928086,Object-based
Tools,15.5567488,72.9485281,structure
Grocery,16.6158631,74.1438087,algorithm
Others,15.6002697,76.1909437,flexibility
Medicines,14.1269887,75.0512328,Business-focused
Garden,17.2885232,72.6915422,Advanced
Others,18.656234,72.7699838,frame
Appliances,17.7956304,72.3466708,emulation
Appliances,13.8850822,74.1865802,Balanced
Outdoors,16.5067615,72.3494131,Team-oriented
Tools,14.2788025,74.6512513,scalable
Home,18.4021491,76.3779256,methodology
Music,17.2271408,73.1048396,hybrid
Medicines,16.4692334,72.6604023,Exclusive
Clothing,15.1221729,74.8684022,coherent
Clothing,13.0723402,72.3279241,bottom-line
Clothing,16.1310797,74.8306437,matrix
Medicines,13.7114891,76.2571179,alliance
Home,18.3986263,76.661413,holistic
Medicines,14.561005,74.7872167,explicit
Medicines,16.8221158,76.5797779,core
Medicines,14.7077886,76.1569751,Profit-focused
Water,18.0845917,74.5558167,Universal
Sports,14.2164122,76.2164203,Public-key
Sports,17.9251021,73.9814201,synergy
Food,15.4443083,75.2763843,Profound
Medicines,14.5787482,74.8123636,monitoring
Medicines,16.2946505,72.3803829,contingency
Clothing,17.8226085,74.0892382,Quality-focused
Garden,15.5067191,73.0078208,initiative
Grocery,16.0024818,76.6652851,service-desk
Others,13.630866,76.0329042,leverage
Sports,15.643927099999999,76.5410995,projection
Sports,13.3084021,76.9671784,Phased
Clothing,17.3274244,76.7462331,dedicated
Food,17.4823992,72.2303641,Optional
Food,16.7112389,75.2431468,interface
Grocery,13.7571719,73.5847257,Public-key
Medicines,15.1448278,74.554135,Down-sized
Others,13.9489164,75.5155713,Devolved
Sports,13.6201113,72.6751277,Secured
Appliances,14.2131128,73.5030318,cohesive
Water,18.5454635,73.731724,national
Others,15.2257126,74.3143112,monitoring
Clothing,17.2496527,76.2902612,national
Clothing,13.0160194,76.8082933,bottom-line
Appliances,16.5945757,73.0705244,mission-critical
Tools,18.3050109,74.7816245,toolset
Food,15.0849229,73.8069545,Face to face
Clothing,14.7366502,75.3954646,Cross-platform
Water,13.7243669,72.6620131,high-level
Appliances,18.148061,72.958822,open system
Food,18.0086418,76.9078247,software
Medicines,14.7641006,73.6801147,Switchable
Sports,13.5147431,73.2151214,encompassing
Clothing,15.030142,73.610749,local
Food,16.9344464,74.7087647,bifurcated
Others,15.0954547,72.4783616,next generation
Medicines,18.2807037,76.8500691,Pre-emptive
Clothing,17.0808492,75.0367714,success
Clothing,17.7573883,76.4624855,firmware
Medicines,14.9478142,73.4152034,hybrid
Grocery,13.7123978,74.7083651,concept
Clothing,13.7264097,74.4085905,capability
Medicines,14.0173321,73.4182735,superstructure
Medicines,13.8594941,72.4367039,Profound
Others,15.4750754,72.2392025,24/7
Home,15.1359307,72.2569226,Fundamental
Music,13.8939636,76.9463532,portal
Clothing,18.6912044,73.6931409,system engine
Others,16.5109464,73.0643211,Implemented
Medicines,15.3091676,74.3950367,Re-engineered
Water,17.2220262,76.5399993,Automated
Home,17.2716306,76.4343382,Re-engineered
Medicines,17.0339937,74.2502595,Multi-layered
Food,15.5761753,72.6451631,regional
Music,15.3085945,75.6286748,neural-net
Food,14.7735946,74.1670423,Up-sized
Garden,18.10091,74.0153296,knowledge base
Water,13.4346726,74.4184027,leading edge
Others,15.0484768,72.8916428,Multi-lateral
Medicines,18.8754589,75.929949,Customer-focused
Food,13.213421,73.1313411,leading edge
Outdoors,14.7868396,72.4636107,core
Home,17.7321095,73.8623542,Configurable
Grocery,17.6660275,72.971818,customer loyalty
Appliances,13.5096857,75.0133477,product
Tools,15.8683313,76.0283992,asymmetric
Outdoors,13.9384969,73.4014466,Cloned
Others,14.6562327,74.9911416,Innovative
Others,18.412596100000002,73.9526074,forecast
Sports,14.8350733,73.6302546,Front-line
Medicines,15.9245205,73.6531149,leading edge
Grocery,13.3404664,74.5846554,transitional
Garden,15.579527,72.0007315,even-keeled
Food,14.9770721,72.9366584,Cloned
Medicines,14.3479082,74.7613346,moratorium
Grocery,14.6991229,72.1825088,fault-tolerant
Grocery,14.3281961,76.8155583,Synergistic
Others,15.4386816,74.5118023,Persistent
Sports,13.2245179,76.1723723,framework
Water,13.5574584,73.1233771,systemic
Others,14.5552387,76.7427909,Synergized
Clothing,14.7903393,76.8757115,hub
Medicines,15.664749,75.7314449,leverage
Clothing,13.5485714,74.2956089,scalable
Medicines,17.9778757,74.8445996,knowledge user
Appliances,15.4857724,72.8883659,paradigm
Clothing,13.6316297,72.247043,systemic
Appliances,18.1513729,72.6043795,disintermediate
Medicines,18.6828677,76.8531129,initiative
Medicines,13.3708287,74.4964871,Right-sized
Food,16.5202107,73.939584,value-added
Garden,17.2982371,76.5898286,fresh-thinking
Water,16.7417235,72.8114003,Horizontal
Appliances,16.3673016,74.7952765,Synchronised
Food,15.6069001,74.191497,matrix
Medicines,14.3007394,73.5966577,Universal
Sports,15.6715494,73.7933559,De-engineered
Sports,18.9819597,76.2548537,transitional
Clothing,14.774173,76.6005165,superstructure
Others,18.3729663,74.0869881,application
Medicines,15.6295026,73.3787606,complexity
Food,17.8045674,75.301074,local
Water,17.0875364,75.0847649,internet solution
Clothing,16.9483661,76.479236,system-worthy
Medicines,14.6137473,73.9802281,core
Clothing,17.1369652,76.9176557,maximized
Home,18.9202826,75.34393180000001,explicit
Outdoors,18.7167801,76.0364502,Mandatory
Clothing,15.4290478,74.9774742,alliance
Water,18.2917602,73.3936268,moratorium
Sports,13.5378384,73.4724596,full-range
Others,18.3233883,75.9834177,Face to face
Medicines,13.8426911,75.5350977,benchmark
Tools,15.6075033,74.7994931,standardization
Appliances,15.1943583,72.2192568,Virtual
Food,13.2907642,72.2341526,strategy
Medicines,14.1759322,73.1992512,Enterprise-wide
Water,17.425785,75.4288879,Streamlined
Water,16.6108049,74.7808213,eco-centric
Appliances,17.0880958,73.3056253,concept
Sports,15.0829066,73.7990343,analyzer
Water,14.4011977,76.4317648,dedicated
Food,15.8416441,73.0589553,Stand-alone
Food,13.7191814,73.111815,framework
Water,18.6894149,74.3250436,Right-sized
Clothing,13.3401965,73.9503725,Intuitive
Food,17.2109413,75.7784167,pricing structure
Medicines,14.0268204,76.3741207,superstructure
Medicines,15.7053885,75.7125466,hub
Clothing,17.8812804,73.3139801,matrices
Clothing,17.4586858,72.6297451,product
Garden,16.1293686,74.189101,Grass-roots
Medicines,14.1042864,73.9473184,Cross-platform
Tools,16.361585,73.656595,background
Grocery,17.8587498,72.1380343,Innovative
Sports,13.1809823,73.0461478,responsive
Clothing,16.2056417,72.1435639,systematic
Water,15.3521178,75.6822843,archive
Sports,13.9505266,74.4509054,demand-driven
Grocery,17.5484541,73.548042,bottom-line
Clothing,18.1382713,72.3063916,discrete
Grocery,16.2031742,75.2363668,De-engineered
Clothing,13.6609219,72.098593,Programmable
Outdoors,18.5549939,73.6592688,definition
Medicines,16.5817332,76.2788892,Total
Medicines,15.8759018,74.2659775,transitional
Appliances,16.5952293,76.7375585,array
Food,13.1750451,75.3937731,Cross-platform
Clothing,15.9897454,75.2476495,orchestration
Medicines,17.8564447,76.7705376,Persevering
Sports,14.042769,76.8967144,complexity
Appliances,17.4014095,75.5723049,fresh-thinking
Appliances,14.6886399,72.1312146,algorithm
Music,16.6439875,76.1411484,task-force
Water,14.8675582,74.8882384,even-keeled
Medicines,17.3563218,74.2496405,6th generation
Water,18.5824696,73.8749801,mobile
Music,16.9202337,72.2966314,fresh-thinking
Medicines,16.878805,72.4360788,tangible
Tools,13.8159723,76.2708506,alliance
Medicines,14.0858307,75.4880008,background
Clothing,16.9704675,72.2337938,neutral
Food,17.4202293,74.1578237,access
Medicines,18.5599818,72.8033771,Phased
Clothing,13.3115752,75.8505693,functionalities
Water,18.0598622,75.4980861,open system
Outdoors,17.4006826,73.9303393,throughput
Medicines,18.8421911,74.4192525,Monitored
Water,14.9041183,72.3532523,stable
Clothing,13.561564,73.8655655,methodical
Medicines,14.9782938,75.3881191,foreground
Sports,15.3246622,72.2466019,software
Food,18.4683937,75.4507848,complexity
Medicines,13.0063758,76.8229415,6th generation
Medicines,16.3645457,72.8834744,Fully-configurable
Medicines,18.7585039,74.458195,intermediate
Garden,18.7046502,76.9633395,neural-net
Medicines,18.5149373,72.366619,artificial intelligence
Appliances,15.0920532,72.6088593,upward-trending
Medicines,15.9844261,74.5664494,Managed
Music,14.4361625,72.6400951,paradigm
Sports,14.4138087,73.2215345,core
Appliances,16.4600137,76.1778363,mission-critical
Appliances,14.5554186,74.0817614,attitude-oriented
Medicines,15.8969818,72.3864474,solution
Clothing,13.8887902,73.8123217,Quality-focused
Outdoors,16.5358098,74.7413754,internet solution
Food,17.6758303,74.5499818,conglomeration
Food,14.8666262,76.0763685,value-added
Food,14.150194,75.6442502,Compatible
Appliances,15.1664702,75.1384015,bottom-line
Food,16.4533785,76.1716961,algorithm
Garden,13.799295,72.311816,knowledge base
Food,18.3260608,73.3995233,intermediate
Grocery,18.9791731,76.4980836,Managed
Clothing,18.7708848,75.7854967,utilisation
Food,14.6603568,73.4724109,stable
Medicines,18.7934814,74.6142619,content-based
Food,14.9110963,74.5913869,3rd generation
Water,13.3396031,73.2448585,transitional
Outdoors,16.7767552,74.5327311,Multi-tiered
Outdoors,18.1878355,72.9363151,zero tolerance
Water,18.1625959,75.0124193,24 hour
Food,17.4676183,75.520277,artificial intelligence
Sports,17.4725268,73.4256683,demand-driven
Food,15.2519874,72.3122718,Self-enabling
Sports,14.6498663,76.0572539,leading edge
Tools,15.661618,72.0609487,Exclusive
Appliances,15.1611142,74.5312104,Multi-channelled
Medicines,14.3974781,72.2297741,core
Medicines,14.7443446,74.7756746,impactful
Clothing,15.5439635,74.1280117,portal
Medicines,18.4852323,75.8301258,functionalities
Clothing,14.5759337,75.5057847,fault-tolerant
Water,15.6341678,73.7110496,framework
Medicines,17.4236538,74.1974432,next generation
Grocery,18.3539211,76.4880426,Decentralized
Clothing,18.9429568,72.5540965,static
Others,18.3029502,74.6459171,scalable
Clothing,16.6111025,76.7431131,software
Water,18.6682998,74.4811872,intangible
Appliances,14.3592061,72.158487,matrices
Medicines,17.027838,73.6768416,ability
Music,14.3668493,75.0859288,dedicated
Sports,18.898468,72.2176637,upward-trending
Medicines,18.6065149,75.3738196,zero administration
Water,13.1250349,74.68038,radical
Medicines,18.0140279,74.2621141,Fully-configurable
Tools,15.3915049,72.1832421,superstructure
Home,14.1799245,73.9748885,flexibility
Clothing,18.5512316,73.8027879,local area network
Grocery,13.7026258,76.4412749,framework
Appliances,16.1750694,74.562725,solution-oriented
Water,17.9088885,74.1630643,groupware
Appliances,14.4221345,76.5939213,global
Sports,13.8572551,73.5020216,interactive
Grocery,17.5329082,75.4126103,productivity
Water,15.3107958,73.219885,Ergonomic
Home,18.5381417,75.1117832,support
Others,13.5762056,72.0153766,local
Grocery,17.7940019,72.9075219,Enhanced
Food,15.39483,75.2442056,fresh-thinking
Food,13.459474,75.711631,portal
Clothing,13.8172971,76.1463525,superstructure
Grocery,15.3677651,74.2633979,Right-sized
Appliances,18.6429749,72.6594319,Digitized
Grocery,15.7377493,75.8126942,Total
Appliances,18.1961209,72.2169319,ability
Clothing,14.5308906,72.0652212,throughput
Appliances,17.4189722,73.0874069,parallelism
Water,14.3700845,74.0690064,optimizing
Food,15.741342,74.464899,Persevering
Tools,13.4864313,72.4164024,Fundamental
Water,14.5386576,72.7631756,migration
Home,16.4924908,76.1965397,Re-contextualized
Tools,17.4770854,74.5248257,local area network
Tools,17.9965781,75.2600675,leverage
Appliances,16.999951,74.0073487,clear-thinking
Clothing,16.6857409,73.7924254,Versatile
Appliances,13.1800923,73.6188688,initiative
Clothing,15.8181862,76.7946606,contingency
Appliances,13.1924194,73.4938185,neutral
Medicines,14.9255778,75.5395277,open system
Medicines,14.8821609,73.7379388,capacity
Medicines,14.0475822,74.6343454,toolset
Medicines,18.6704914,74.3467768,conglomeration
Food,14.7299101,73.4228135,Down-sized
Tools,16.8627593,75.6070697,Robust
Food,13.7789259,76.573849,context-sensitive
Food,14.4633451,72.140479,Organic
Medicines,15.71704,75.2767264,Networked
Appliances,17.625758,73.4978852,Total
Clothing,18.9401455,75.0431657,incremental
Clothing,13.4378117,75.1589856,Organized
Water,15.841953,73.1942657,Open-source
Outdoors,16.1922635,73.3612053,toolset
Home,14.515347,73.9395783,alliance
Medicines,16.5540683,72.5728966,system engine
Medicines,15.1476589,72.679915,tangible
Water,15.7391685,73.5639945,Visionary
Medicines,14.3203136,72.0196365,moderator
Medicines,14.0057494,74.9606556,encryption
Home,16.2284765,76.7261227,multimedia
Grocery,17.8903099,72.1298971,Robust
Medicines,16.6614285,73.3228841,Synergized
Medicines,15.3083063,75.744945,capacity
Appliances,14.792324,75.6462895,demand-driven
Music,13.236687,75.1910794,Multi-layered
Clothing,13.1228645,76.9116827,Customizable
Home,16.891385,74.2857282,algorithm
Clothing,16.8791336,74.3110201,analyzer
Sports,18.7106747,73.4763979,Re-contextualized
Clothing,14.863186,73.665741,Team-oriented
Medicines,18.0159003,72.3370736,task-force
Music,18.8257144,72.9820453,attitude-oriented
Appliances,15.1076321,75.0969221,moratorium
Others,13.5388388,73.8277241,Graphic Interface
Water,13.9897599,75.5243919,Expanded
Food,15.771001,72.3311931,budgetary management
Garden,14.1524529,73.0786095,functionalities
Garden,15.9775551,75.0997956,responsive
Clothing,14.5589224,72.8196687,Switchable
Tools,17.2773408,76.7469324,Innovative
Tools,16.4526117,73.7051293,initiative
Garden,14.6844297,73.3299954,contingency
Grocery,15.6631235,74.7293563,Distributed
Others,15.5480885,76.3447008,heuristic
Grocery,18.8131198,72.0359047,Ameliorated
Outdoors,14.8948087,73.6390089,projection
Appliances,15.1104838,76.91221350000001,Grass-roots
Home,16.8984143,72.331442,capability
Clothing,17.8048904,75.5549834,Balanced
Appliances,15.0739027,74.5527684,cohesive
Food,14.9495733,72.9500943,actuating
Home,15.1683001,72.1806883,Open-architected
Water,15.6529105,73.3502651,background
Grocery,13.8664641,76.8770869,concept
Home,15.3859956,75.3309064,service-desk
Food,13.3804595,72.9395217,Quality-focused
Food,16.5320878,74.1789516,Enhanced
Food,14.3464824,76.4884218,Secured
Food,17.7574107,73.5701902,approach
Outdoors,18.6518035,73.3876513,Mandatory
Garden,14.427768,74.9424704,hybrid
Appliances,13.0183294,72.0696349,methodical
Clothing,17.3192117,75.9578515,radical
Clothing,15.3326237,75.7862737,Ameliorated
Others,15.0979576,72.3428415,exuding
Others,14.6116356,74.9709561,upward-trending
Medicines,17.3312389,73.0906301,clear-thinking
Medicines,13.1491756,73.0234362,Upgradable
Clothing,17.6859612,76.8147434,Intuitive
Medicines,17.4851112,72.1700284,next generation
Medicines,16.6823806,72.6906872,asynchronous
Clothing,15.149063,72.8633522,portal
Medicines,15.8373873,73.344967,hybrid
Others,17.7940891,73.3820856,Networked
Grocery,16.8003161,74.3166377,Switchable
Food,14.6370932,76.1726135,Graphic Interface
Medicines,15.49259,74.4553947,Right-sized
Medicines,13.6269258,73.5948426,encoding
Medicines,18.5889128,73.9866729,Cross-platform
Food,15.4803935,74.5786033,upward-trending
Appliances,15.0272249,74.2466506,flexibility
Others,18.0803567,72.8028714,radical
Garden,15.7611233,72.2013638,toolset
Garden,16.9279568,74.6532347,emulation
Outdoors,16.3958384,72.775231,Cross-group
Garden,17.5557567,75.6625629,directional
Medicines,13.0489943,74.9575165,matrix
Appliances,18.221512099999998,76.1388792,superstructure
Water,13.5861575,73.7216092,zero defect
Water,17.5685359,72.5701172,circuit
Others,14.5196571,76.8400961,eco-centric
Food,15.5405774,75.7830882,workforce
Grocery,16.9383687,76.1487725,fresh-thinking
Sports,14.9685106,75.2319912,Organized
Tools,13.7503451,76.1320829,Persistent
Garden,16.2539145,73.8059407,frame
Food,18.0929283,72.112109,challenge
Outdoors,13.3710197,76.4065031,Future-proofed
Clothing,18.8872272,73.8197561,workforce
Clothing,17.4891845,74.4399009,software
Others,17.1270925,74.0248091,approach
Sports,16.1116454,74.2853126,composite
Medicines,18.0705006,75.561331,migration
Home,17.0436874,73.8618921,conglomeration
Appliances,14.0205385,75.1874498,challenge
Medicines,18.7695739,74.5605136,adapter
Music,14.1775411,72.3328567,Decentralized
Water,18.3267059,72.9955261,concept
Music,16.0918371,76.8172861,Quality-focused
Medicines,17.644829,73.8591632,regional
Others,15.2724255,74.9525412,full-range
Sports,13.0544457,72.8763715,high-level
Others,18.3472465,76.8876877,background
Medicines,18.0669467,76.0076334,Cloned
Food,16.0142504,76.9923528,optimal
Food,18.7466721,75.4865667,Object-based
Medicines,13.4829904,74.5928998,open system
Tools,14.147542,76.6407488,internet solution
Water,15.7193874,74.8038234,24 hour
Clothing,14.7982382,72.3447571,Synergized
Medicines,13.1134182,75.602989,analyzing
Sports,13.3857348,74.2263989,responsive
Others,18.5173981,75.5863688,multi-state
Tools,13.793428,76.7782057,flexibility
Medicines,13.6211219,72.5526021,Stand-alone
Food,15.0628509,72.9642302,conglomeration
Sports,13.1388236,72.3544872,multi-tasking
Medicines,13.8701608,72.2406316,interface
Medicines,15.494636,76.7507867,software
Medicines,16.8182112,72.0619519,standardization
Sports,17.0580563,74.2625546,local
Grocery,17.9349468,75.8334944,initiative
Appliances,15.8439347,74.7815754,Function-based
Clothing,18.4118408,75.4799141,framework
Music,16.3816686,74.6006512,artificial intelligence
Medicines,18.5694692,76.5585657,interactive
Water,14.2659145,75.9534998,zero administration
Sports,13.9187795,73.8958597,hierarchy
Food,16.1431095,75.0947302,high-level
Sports,14.1469044,73.7196656,mobile
Medicines,17.7386022,72.4807092,Open-source
Medicines,13.7427679,72.8356359,architecture
Food,15.4017266,73.3743919,mobile
Food,14.2040408,72.5334015,throughput
Tools,17.9641493,74.1294754,installation
Clothing,16.8969462,72.1095388,Vision-oriented
Tools,13.5744805,75.1932661,Pre-emptive
Food,18.0086395,76.1545705,Multi-channelled
Medicines,15.2280831,74.1645925,Reverse-engineered
Appliances,15.9601092,72.3710618,Re-contextualized
Sports,17.29885,75.9699884,projection
Food,15.7978333,73.100248,neutral
Food,14.7760922,76.404004,homogeneous
Clothing,15.7779091,75.6738623,asymmetric
Food,15.8912232,74.1201916,utilisation
Medicines,13.311208,75.9482008,Configurable
Appliances,15.4610991,72.4848409,explicit
Outdoors,15.8042833,75.7687217,Reactive
Clothing,15.177879,74.7103888,user-facing
Food,13.6533491,76.7120876,Focused
Food,14.407214100000001,74.7242518,dynamic
Music,15.0775141,73.8374048,customer loyalty
Grocery,16.4725682,76.7572732,Organized
Medicines,16.6720689,75.8545825,Front-line
Clothing,13.0059423,75.5514996,Persevering
Food,18.5929116,73.2735962,Open-architected
Food,17.5943797,72.8524693,superstructure
Water,13.2530717,73.6049942,radical
Medicines,18.2610771,76.8279642,project
Food,16.91761,73.7907467,Upgradable
Medicines,18.6609726,74.0705842,utilisation
Water,18.5706471,72.7806848,explicit
Sports,13.4950098,73.112214,zero administration
Garden,13.1039616,73.3333662,local area network
Tools,17.2582308,74.693438,executive
Outdoors,16.0513491,74.1590762,content-based
Appliances,14.1158848,76.4149509,approach
Water,15.122176,73.9231582,Robust
Medicines,15.231792,75.0153327,Multi-lateral
Medicines,17.6939327,73.087604,logistical
Garden,18.5736831,75.436481,Reactive
Grocery,14.0486296,73.9955931,5th generation
Grocery,14.1018766,76.0108506,flexibility
Water,16.358099,74.4168509,Robust
Outdoors,15.2640531,74.7026862,Optimized
Grocery,16.3661016,72.4048437,toolset
Outdoors,18.453396,75.5024787,Optional
Clothing,16.9864235,73.3415555,Cross-platform
Clothing,17.0927892,72.1424323,multi-tasking
Medicines,13.8842715,73.3875334,Total
Water,15.5584232,72.1923274,Vision-oriented
Water,17.5685323,72.4588402,website
Medicines,14.5665733,74.2427312,dedicated
Outdoors,18.4207017,73.3335545,projection
Clothing,17.1528017,73.3282717,zero defect
Appliances,17.7579554,73.3203119,4th generation
Water,16.5952162,74.9850921,local area network
Water,16.7122663,76.0160968,pricing structure
Medicines,18.4326249,74.0240196,eco-centric
Water,18.6457107,72.2805537,Switchable
Clothing,15.1513963,72.5054038,utilisation
Sports,16.4455254,73.1236474,User-friendly
Grocery,13.598547,76.5132282,Future-proofed
Medicines,14.429471,74.145514,Optional
Appliances,15.4199979,74.2714744,contingency
Clothing,14.3541915,72.3132818,Synergized
Sports,18.70651,74.8771678,methodology
Tools,14.0887347,74.6554118,concept
Food,17.5270607,76.7445119,Quality-focused
Food,13.1545902,73.565481,5th generation
Appliances,18.2758321,76.3274198,Universal
Garden,16.0691677,76.1581946,full-range
Appliances,18.9876018,76.5056255,Optimized
Clothing,14.9107894,73.4812575,demand-driven
Clothing,18.7844209,73.9043807,Progressive
Home,18.1095419,73.6482433,analyzing
Food,13.7896806,76.0966463,policy
Tools,16.2102167,74.0352008,challenge
Medicines,17.3353431,74.4209502,adapter
Others,14.0101239,75.9950303,needs-based
Clothing,14.6704807,73.6452569,logistical
Clothing,13.7564257,74.2877613,Compatible
Others,18.0997635,72.668937,archive
Medicines,17.3338656,74.9607353,Polarised
Food,17.0822736,74.2603803,Exclusive
Home,18.4912816,73.8954372,secondary
Clothing,17.6368499,72.570275,orchestration
Garden,13.2784697,72.8053788,implementation
Medicines,13.7200072,76.5212075,encryption
Food,17.3127445,72.3904547,challenge
Water,13.3991045,73.3426068,mission-critical
Medicines,16.0494656,72.7908301,portal
Water,13.677443,72.5958405,Balanced
Clothing,18.0829502,73.0794179,Public-key
Food,16.8861154,76.1321886,productivity
Sports,13.9479865,76.5586301,forecast
Appliances,13.0365836,73.9985353,neutral
Appliances,13.7243123,72.3115597,optimizing
Music,17.8041675,74.8663429,Right-sized
Food,17.0295691,75.4948794,Centralized
Water,18.0470869,76.219149,directional
Garden,18.128376,75.9623225,asynchronous
Appliances,14.165723,76.9742772,Virtual
Food,16.2051013,75.7075575,capability
Medicines,16.7294511,73.3670078,Re-contextualized
Grocery,18.9276406,72.3283657,hardware
Clothing,16.6637747,74.0266524,Open-architected
Tools,16.8812046,72.8661587,needs-based
Medicines,17.9828651,72.2095151,Graphical User Interface
Tools,17.1135286,74.0581229,radical
Clothing,14.5357971,75.4675014,grid-enabled
Water,15.4663609,73.8214799,forecast
Home,14.3217663,73.1116909,Implemented
Clothing,13.742837,72.8899284,website
Sports,17.838701,72.0979506,project
Clothing,13.9771988,75.1300162,zero administration
Food,15.9914581,74.9525885,portal
Medicines,15.2918911,75.57060010000001,radical
Others,16.707489,73.5813062,knowledge user
Appliances,17.6062662,75.4076313,Ergonomic
Water,15.3308887,75.3924351,array
Water,16.3160636,72.742431,didactic
Clothing,17.2366268,72.0736248,non-volatile
Appliances,17.6955083,76.1307913,exuding
Others,17.6934478,72.8206976,Organized
Medicines,15.4565067,76.0300228,Implemented
Food,18.3335794,73.1465953,Synergistic
Food,13.348094,74.2765455,Streamlined
Clothing,15.2527947,76.1452821,Phased
Appliances,15.2198912,73.4318719,Open-architected
Medicines,15.0738805,72.7407067,matrices
Water,17.5758015,74.2449716,didactic
Medicines,17.7457026,73.5727252,Reactive
Clothing,13.7881732,72.2583092,Synergized
Appliances,16.4302095,72.9249167,Graphical User Interface
Food,16.6472525,76.5560844,transitional
Clothing,17.4287864,74.8824147,Profit-focused
Clothing,18.5198875,73.7965708,foreground
Grocery,16.8728584,74.5482333,process improvement
Food,13.0757644,74.6434737,4th generation
Music,15.7380513,76.8003594,open architecture
Clothing,16.1042238,75.7484042,emulation
Medicines,16.4620304,72.7509748,analyzing
Medicines,17.3740511,72.1226426,attitude-oriented
Garden,15.2895532,72.9908989,logistical
Food,13.2271606,74.511717,Secured
Medicines,18.2214756,72.1457607,system engine
Outdoors,16.9539654,72.5885017,structure
Medicines,13.160919,75.8446655,instruction set
Others,13.0208957,76.4148779,Inverse
Water,17.3618752,76.9161311,solution
